date,open,high,low,close,volume,average,barCount
2024-11-29 08:30:00-06:00,6003.98,6011.92,6003.98,6010.48,0.0,0.0,294
2024-11-29 08:35:00-06:00,6010.78,6015.08,6009.0,6014.88,0.0,0.0,291
2024-11-29 08:40:00-06:00,6014.95,6015.02,6012.0,6014.4,0.0,0.0,295
2024-11-29 08:45:00-06:00,6014.44,6016.92,6012.28,6012.56,0.0,0.0,286
2024-11-29 08:50:00-06:00,6012.69,6017.2,6012.69,6017.17,0.0,0.0,280
2024-11-29 08:55:00-06:00,6017.18,6019.0,6016.46,6019.0,0.0,0.0,284
2024-11-29 09:00:00-06:00,6019.25,6021.68,6019.18,6021.2,0.0,0.0,286
2024-11-29 09:05:00-06:00,6021.51,6025.3,6021.5,6024.0,0.0,0.0,287
2024-11-29 09:10:00-06:00,6024.05,6027.54,6023.84,6027.05,0.0,0.0,285
2024-11-29 09:15:00-06:00,6027.0,6028.51,6026.21,6027.3,0.0,0.0,287
2024-11-29 09:20:00-06:00,6027.24,6027.72,6024.32,6025.93,0.0,0.0,290
2024-11-29 09:25:00-06:00,6026.07,6026.84,6023.46,6025.38,0.0,0.0,288
2024-11-29 09:30:00-06:00,6025.32,6028.19,6025.22,6028.08,0.0,0.0,280
2024-11-29 09:35:00-06:00,6028.17,6030.49,6026.03,6029.12,0.0,0.0,287
2024-11-29 09:40:00-06:00,6029.11,6030.4,6027.83,6028.0,0.0,0.0,287
2024-11-29 09:45:00-06:00,6027.96,6028.58,6025.32,6025.7,0.0,0.0,288
2024-11-29 09:50:00-06:00,6025.79,6028.27,6025.18,6027.82,0.0,0.0,280
2024-11-29 09:55:00-06:00,6027.81,6029.71,6027.71,6029.34,0.0,0.0,286
2024-11-29 10:00:00-06:00,6029.27,6031.55,6029.27,6030.28,0.0,0.0,278
2024-11-29 10:05:00-06:00,6030.33,6032.43,6029.21,6031.85,0.0,0.0,283
2024-11-29 10:10:00-06:00,6031.84,6033.67,6030.78,6033.55,0.0,0.0,283
2024-11-29 10:15:00-06:00,6033.57,6035.07,6032.38,6032.56,0.0,0.0,287
2024-11-29 10:20:00-06:00,6032.59,6034.5,6032.54,6034.34,0.0,0.0,281
2024-11-29 10:25:00-06:00,6034.38,6034.79,6033.01,6034.3,0.0,0.0,276
2024-11-29 10:30:00-06:00,6034.32,6035.03,6032.88,6032.96,0.0,0.0,277
2024-11-29 10:35:00-06:00,6032.92,6033.49,6031.46,6032.7,0.0,0.0,279
2024-11-29 10:40:00-06:00,6032.68,6035.0,6032.68,6034.99,0.0,0.0,270
2024-11-29 10:45:00-06:00,6034.89,6037.89,6034.89,6037.5,0.0,0.0,277
2024-11-29 10:50:00-06:00,6037.49,6039.99,6036.99,6039.61,0.0,0.0,277
2024-11-29 10:55:00-06:00,6039.57,6039.57,6037.75,6038.36,0.0,0.0,270
2024-11-29 11:00:00-06:00,6038.33,6039.0,6036.83,6038.99,0.0,0.0,284
2024-11-29 11:05:00-06:00,6039.0,6042.68,6038.5,6041.62,0.0,0.0,271
2024-11-29 11:10:00-06:00,6041.54,6041.57,6039.6,6040.71,0.0,0.0,268
2024-11-29 11:15:00-06:00,6040.78,6043.18,6040.08,6043.06,0.0,0.0,270
2024-11-29 11:20:00-06:00,6043.02,6043.02,6039.21,6039.23,0.0,0.0,283
2024-11-29 11:25:00-06:00,6039.22,6041.21,6038.49,6039.18,0.0,0.0,279
2024-11-29 11:30:00-06:00,6039.11,6042.84,6038.92,6042.84,0.0,0.0,272
2024-11-29 11:35:00-06:00,6042.88,6044.0,6042.41,6042.85,0.0,0.0,276
2024-11-29 11:40:00-06:00,6043.0,6043.36,6041.84,6042.35,0.0,0.0,271
2024-11-29 11:45:00-06:00,6042.29,6043.19,6041.68,6042.59,0.0,0.0,283
2024-11-29 11:50:00-06:00,6042.62,6044.17,6038.57,6039.82,0.0,0.0,285
2024-11-29 11:55:00-06:00,6040.0,6040.0,6033.32,6034.11,0.0,0.0,295
2024-12-02 08:30:00-06:00,6040.11,6047.38,6040.11,6045.92,0.0,0.0,291
2024-12-02 08:35:00-06:00,6045.65,6045.83,6039.82,6040.91,0.0,0.0,295
2024-12-02 08:40:00-06:00,6040.94,6043.33,6037.64,6039.62,0.0,0.0,294
2024-12-02 08:45:00-06:00,6039.56,6043.63,6039.11,6043.16,0.0,0.0,292
2024-12-02 08:50:00-06:00,6043.21,6043.98,6039.06,6040.37,0.0,0.0,293
2024-12-02 08:55:00-06:00,6040.29,6040.29,6035.52,6038.75,0.0,0.0,292
2024-12-02 09:00:00-06:00,6040.02,6042.28,6038.25,6039.36,0.0,0.0,292
2024-12-02 09:05:00-06:00,6039.48,6041.16,6037.83,6038.76,0.0,0.0,291
2024-12-02 09:10:00-06:00,6038.75,6042.05,6038.24,6041.12,0.0,0.0,288
2024-12-02 09:15:00-06:00,6041.25,6042.11,6038.62,6038.98,0.0,0.0,285
2024-12-02 09:20:00-06:00,6038.99,6040.97,6037.93,6040.41,0.0,0.0,287
2024-12-02 09:25:00-06:00,6040.44,6043.39,6040.44,6043.05,0.0,0.0,291
2024-12-02 09:30:00-06:00,6043.18,6045.36,6041.92,6045.14,0.0,0.0,286
2024-12-02 09:35:00-06:00,6045.25,6046.34,6042.13,6044.14,0.0,0.0,289
2024-12-02 09:40:00-06:00,6044.13,6045.85,6043.41,6043.41,0.0,0.0,288
2024-12-02 09:45:00-06:00,6043.64,6044.77,6042.56,6044.75,0.0,0.0,285
2024-12-02 09:50:00-06:00,6044.78,6044.78,6038.79,6041.14,0.0,0.0,286
2024-12-02 09:55:00-06:00,6041.05,6041.13,6035.51,6038.07,0.0,0.0,287
2024-12-02 10:00:00-06:00,6038.18,6038.18,6035.33,6036.21,0.0,0.0,287
2024-12-02 10:05:00-06:00,6036.32,6042.53,6036.01,6042.48,0.0,0.0,283
2024-12-02 10:10:00-06:00,6042.49,6043.8,6041.64,6042.87,0.0,0.0,275
2024-12-02 10:15:00-06:00,6042.9,6044.18,6042.39,6043.45,0.0,0.0,289
2024-12-02 10:20:00-06:00,6043.57,6043.61,6040.19,6041.48,0.0,0.0,284
2024-12-02 10:25:00-06:00,6041.61,6044.03,6040.97,6043.45,0.0,0.0,285
2024-12-02 10:30:00-06:00,6043.42,6044.51,6042.83,6043.33,0.0,0.0,282
2024-12-02 10:35:00-06:00,6043.43,6046.51,6043.28,6045.98,0.0,0.0,286
2024-12-02 10:40:00-06:00,6046.06,6047.87,6045.74,6046.7,0.0,0.0,284
2024-12-02 10:45:00-06:00,6046.72,6048.89,6046.64,6048.65,0.0,0.0,282
2024-12-02 10:50:00-06:00,6048.77,6049.14,6046.05,6046.56,0.0,0.0,278
2024-12-02 10:55:00-06:00,6046.6,6047.35,6044.31,6046.97,0.0,0.0,285
2024-12-02 11:00:00-06:00,6047.02,6049.93,6047.02,6049.71,0.0,0.0,282
2024-12-02 11:05:00-06:00,6049.74,6050.21,6048.0,6049.98,0.0,0.0,285
2024-12-02 11:10:00-06:00,6050.09,6050.17,6048.44,6049.75,0.0,0.0,274
2024-12-02 11:15:00-06:00,6049.73,6050.71,6048.81,6049.0,0.0,0.0,275
2024-12-02 11:20:00-06:00,6049.05,6050.55,6047.99,6050.31,0.0,0.0,282
2024-12-02 11:25:00-06:00,6050.36,6050.36,6045.81,6045.83,0.0,0.0,283
2024-12-02 11:30:00-06:00,6045.74,6047.2,6044.57,6046.87,0.0,0.0,279
2024-12-02 11:35:00-06:00,6046.9,6048.04,6046.39,6047.12,0.0,0.0,275
2024-12-02 11:40:00-06:00,6047.05,6048.4,6046.07,6047.95,0.0,0.0,279
2024-12-02 11:45:00-06:00,6047.99,6048.81,6047.5,6048.05,0.0,0.0,280
2024-12-02 11:50:00-06:00,6048.08,6048.87,6047.77,6048.46,0.0,0.0,281
2024-12-02 11:55:00-06:00,6048.4,6048.94,6046.46,6046.46,0.0,0.0,277
2024-12-02 12:00:00-06:00,6046.39,6047.1,6044.65,6046.85,0.0,0.0,277
2024-12-02 12:05:00-06:00,6046.87,6047.36,6045.67,6045.84,0.0,0.0,274
2024-12-02 12:10:00-06:00,6045.86,6047.2,6044.77,6046.04,0.0,0.0,275
2024-12-02 12:15:00-06:00,6046.03,6046.47,6044.75,6046.03,0.0,0.0,264
2024-12-02 12:20:00-06:00,6045.97,6048.96,6045.89,6048.95,0.0,0.0,278
2024-12-02 12:25:00-06:00,6048.81,6049.29,6047.06,6047.06,0.0,0.0,274
2024-12-02 12:30:00-06:00,6047.05,6047.56,6044.19,6045.57,0.0,0.0,285
2024-12-02 12:35:00-06:00,6045.69,6048.24,6044.48,6048.21,0.0,0.0,275
2024-12-02 12:40:00-06:00,6048.2,6048.53,6046.81,6046.93,0.0,0.0,271
2024-12-02 12:45:00-06:00,6046.92,6048.47,6046.88,6048.05,0.0,0.0,268
2024-12-02 12:50:00-06:00,6048.01,6048.4,6047.27,6048.07,0.0,0.0,280
2024-12-02 12:55:00-06:00,6048.09,6048.63,6047.14,6048.13,0.0,0.0,272
2024-12-02 13:00:00-06:00,6048.09,6048.1,6045.53,6046.68,0.0,0.0,278
2024-12-02 13:05:00-06:00,6046.65,6046.68,6045.07,6046.07,0.0,0.0,279
2024-12-02 13:10:00-06:00,6046.08,6046.14,6041.77,6042.15,0.0,0.0,273
2024-12-02 13:15:00-06:00,6042.19,6043.75,6041.74,6042.54,0.0,0.0,273
2024-12-02 13:20:00-06:00,6042.52,6043.05,6041.23,6043.04,0.0,0.0,276
2024-12-02 13:25:00-06:00,6043.02,6044.84,6041.72,6044.34,0.0,0.0,274
2024-12-02 13:30:00-06:00,6044.27,6047.16,6044.12,6046.0,0.0,0.0,278
2024-12-02 13:35:00-06:00,6046.05,6047.28,6045.99,6046.66,0.0,0.0,270
2024-12-02 13:40:00-06:00,6046.65,6048.0,6046.61,6047.06,0.0,0.0,272
2024-12-02 13:45:00-06:00,6047.01,6047.5,6046.05,6047.2,0.0,0.0,281
2024-12-02 13:50:00-06:00,6047.03,6048.01,6046.36,6047.93,0.0,0.0,269
2024-12-02 13:55:00-06:00,6047.89,6049.82,6047.5,6049.47,0.0,0.0,269
2024-12-02 14:00:00-06:00,6049.49,6049.5,6047.61,6047.88,0.0,0.0,277
2024-12-02 14:05:00-06:00,6047.92,6048.86,6047.43,6048.0,0.0,0.0,264
2024-12-02 14:10:00-06:00,6047.97,6050.78,6047.91,6050.16,0.0,0.0,276
2024-12-02 14:15:00-06:00,6050.12,6052.38,6049.4,6050.43,0.0,0.0,284
2024-12-02 14:20:00-06:00,6050.44,6051.92,6050.44,6051.18,0.0,0.0,268
2024-12-02 14:25:00-06:00,6051.15,6053.58,6050.95,6053.35,0.0,0.0,275
2024-12-02 14:30:00-06:00,6053.21,6053.21,6051.49,6052.43,0.0,0.0,276
2024-12-02 14:35:00-06:00,6052.42,6052.42,6050.54,6051.16,0.0,0.0,274
2024-12-02 14:40:00-06:00,6051.18,6051.2,6046.74,6047.61,0.0,0.0,276
2024-12-02 14:45:00-06:00,6047.6,6048.24,6046.01,6047.87,0.0,0.0,273
2024-12-02 14:50:00-06:00,6045.52,6050.47,6045.5,6046.83,0.0,0.0,285
2024-12-02 14:55:00-06:00,6046.69,6049.49,6045.91,6046.88,0.0,0.0,294
2024-12-03 08:30:00-06:00,6042.97,6049.0,6042.97,6047.68,0.0,0.0,289
2024-12-03 08:35:00-06:00,6047.66,6047.66,6041.13,6043.47,0.0,0.0,292
2024-12-03 08:40:00-06:00,6043.45,6045.02,6037.84,6039.26,0.0,0.0,290
2024-12-03 08:45:00-06:00,6039.27,6043.75,6038.39,6041.89,0.0,0.0,290
2024-12-03 08:50:00-06:00,6041.79,6042.57,6040.0,6041.27,0.0,0.0,291
2024-12-03 08:55:00-06:00,6041.42,6044.3,6040.77,6044.29,0.0,0.0,288
2024-12-03 09:00:00-06:00,6045.05,6046.5,6043.44,6044.52,0.0,0.0,290
2024-12-03 09:05:00-06:00,6044.58,6046.97,6043.12,6043.92,0.0,0.0,290
2024-12-03 09:10:00-06:00,6043.96,6045.39,6042.24,6043.4,0.0,0.0,290
2024-12-03 09:15:00-06:00,6043.37,6044.83,6042.39,6042.68,0.0,0.0,295
2024-12-03 09:20:00-06:00,6042.65,6042.88,6038.28,6039.0,0.0,0.0,285
2024-12-03 09:25:00-06:00,6038.91,6038.99,6034.58,6035.32,0.0,0.0,285
2024-12-03 09:30:00-06:00,6035.07,6037.93,6034.81,6036.02,0.0,0.0,289
2024-12-03 09:35:00-06:00,6035.9,6039.7,6035.9,6038.83,0.0,0.0,284
2024-12-03 09:40:00-06:00,6038.72,6038.88,6035.61,6036.05,0.0,0.0,286
2024-12-03 09:45:00-06:00,6036.14,6036.81,6033.74,6036.44,0.0,0.0,290
2024-12-03 09:50:00-06:00,6036.27,6037.21,6033.39,6035.51,0.0,0.0,287
2024-12-03 09:55:00-06:00,6035.66,6039.03,6034.45,6038.95,0.0,0.0,290
2024-12-03 10:00:00-06:00,6038.96,6042.04,6038.65,6040.59,0.0,0.0,282
2024-12-03 10:05:00-06:00,6040.65,6041.34,6039.32,6039.75,0.0,0.0,276
2024-12-03 10:10:00-06:00,6039.88,6041.17,6038.6,6039.47,0.0,0.0,282
2024-12-03 10:15:00-06:00,6039.55,6040.33,6038.27,6039.67,0.0,0.0,285
2024-12-03 10:20:00-06:00,6039.62,6041.39,6039.4,6040.73,0.0,0.0,280
2024-12-03 10:25:00-06:00,6040.6,6044.71,6039.56,6044.48,0.0,0.0,284
2024-12-03 10:30:00-06:00,6044.37,6045.53,6041.05,6042.99,0.0,0.0,279
2024-12-03 10:35:00-06:00,6042.95,6042.95,6036.88,6037.05,0.0,0.0,282
2024-12-03 10:40:00-06:00,6037.02,6038.29,6034.07,6034.46,0.0,0.0,288
2024-12-03 10:45:00-06:00,6034.41,6036.66,6034.35,6036.35,0.0,0.0,278
2024-12-03 10:50:00-06:00,6036.46,6038.56,6036.02,6038.08,0.0,0.0,276
2024-12-03 10:55:00-06:00,6038.09,6038.49,6035.24,6035.29,0.0,0.0,278
2024-12-03 11:00:00-06:00,6035.28,6038.14,6035.17,6037.61,0.0,0.0,270
2024-12-03 11:05:00-06:00,6037.65,6037.92,6036.54,6037.11,0.0,0.0,275
2024-12-03 11:10:00-06:00,6037.15,6038.67,6037.06,6038.41,0.0,0.0,280
2024-12-03 11:15:00-06:00,6038.43,6040.59,6038.34,6040.35,0.0,0.0,281
2024-12-03 11:20:00-06:00,6040.25,6040.86,6039.55,6039.58,0.0,0.0,276
2024-12-03 11:25:00-06:00,6039.6,6040.62,6039.24,6040.25,0.0,0.0,277
2024-12-03 11:30:00-06:00,6040.16,6042.4,6039.71,6041.92,0.0,0.0,286
2024-12-03 11:35:00-06:00,6041.96,6041.99,6039.69,6041.39,0.0,0.0,277
2024-12-03 11:40:00-06:00,6041.41,6043.07,6041.41,6042.75,0.0,0.0,272
2024-12-03 11:45:00-06:00,6042.81,6046.44,6042.79,6046.32,0.0,0.0,273
2024-12-03 11:50:00-06:00,6046.37,6047.69,6045.17,6047.53,0.0,0.0,272
2024-12-03 11:55:00-06:00,6047.52,6047.66,6046.25,6047.35,0.0,0.0,264
2024-12-03 12:00:00-06:00,6047.32,6047.92,6045.75,6047.8,0.0,0.0,279
2024-12-03 12:05:00-06:00,6047.85,6047.98,6047.13,6047.4,0.0,0.0,274
2024-12-03 12:10:00-06:00,6047.41,6047.89,6046.06,6046.43,0.0,0.0,272
2024-12-03 12:15:00-06:00,6046.5,6046.91,6045.61,6046.45,0.0,0.0,273
2024-12-03 12:20:00-06:00,6046.48,6047.9,6046.45,6047.82,0.0,0.0,272
2024-12-03 12:25:00-06:00,6047.86,6048.65,6045.8,6045.8,0.0,0.0,279
2024-12-03 12:30:00-06:00,6045.71,6047.33,6044.88,6047.19,0.0,0.0,282
2024-12-03 12:35:00-06:00,6047.31,6047.96,6045.21,6045.28,0.0,0.0,279
2024-12-03 12:40:00-06:00,6045.35,6045.62,6043.62,6043.82,0.0,0.0,274
2024-12-03 12:45:00-06:00,6043.79,6045.08,6043.12,6044.93,0.0,0.0,274
2024-12-03 12:50:00-06:00,6044.95,6046.45,6044.9,6045.57,0.0,0.0,272
2024-12-03 12:55:00-06:00,6045.6,6045.97,6044.27,6044.95,0.0,0.0,263
2024-12-03 13:00:00-06:00,6044.97,6044.97,6042.24,6042.77,0.0,0.0,276
2024-12-03 13:05:00-06:00,6042.75,6045.3,6042.75,6045.3,0.0,0.0,278
2024-12-03 13:10:00-06:00,6045.25,6045.32,6044.35,6044.67,0.0,0.0,272
2024-12-03 13:15:00-06:00,6044.66,6045.85,6043.57,6045.83,0.0,0.0,270
2024-12-03 13:20:00-06:00,6045.84,6045.87,6043.49,6044.17,0.0,0.0,284
2024-12-03 13:25:00-06:00,6044.02,6046.33,6044.02,6046.16,0.0,0.0,275
2024-12-03 13:30:00-06:00,6046.17,6048.74,6046.15,6048.48,0.0,0.0,269
2024-12-03 13:35:00-06:00,6048.47,6048.47,6047.31,6047.74,0.0,0.0,277
2024-12-03 13:40:00-06:00,6047.76,6048.66,6047.32,6048.08,0.0,0.0,268
2024-12-03 13:45:00-06:00,6048.04,6049.49,6047.7,6049.44,0.0,0.0,268
2024-12-03 13:50:00-06:00,6049.43,6051.44,6048.9,6051.23,0.0,0.0,266
2024-12-03 13:55:00-06:00,6051.25,6052.07,6050.69,6050.79,0.0,0.0,273
2024-12-03 14:00:00-06:00,6050.82,6050.82,6049.46,6049.86,0.0,0.0,266
2024-12-03 14:05:00-06:00,6049.87,6050.9,6049.16,6050.83,0.0,0.0,271
2024-12-03 14:10:00-06:00,6050.84,6051.34,6049.2,6049.57,0.0,0.0,273
2024-12-03 14:15:00-06:00,6049.53,6049.6,6048.08,6049.18,0.0,0.0,271
2024-12-03 14:20:00-06:00,6049.2,6050.48,6049.2,6050.39,0.0,0.0,274
2024-12-03 14:25:00-06:00,6050.36,6050.61,6049.26,6049.8,0.0,0.0,278
2024-12-03 14:30:00-06:00,6049.78,6049.99,6048.69,6049.69,0.0,0.0,278
2024-12-03 14:35:00-06:00,6049.65,6050.61,6047.59,6047.83,0.0,0.0,269
2024-12-03 14:40:00-06:00,6047.8,6048.33,6045.43,6046.62,0.0,0.0,280
2024-12-03 14:45:00-06:00,6046.59,6049.48,6046.11,6048.86,0.0,0.0,280
2024-12-03 14:50:00-06:00,6048.88,6051.48,6048.88,6051.26,0.0,0.0,286
2024-12-03 14:55:00-06:00,6051.2,6051.47,6048.89,6049.67,0.0,0.0,289
2024-12-04 08:30:00-06:00,6069.39,6072.08,6066.78,6069.26,0.0,0.0,297
2024-12-04 08:35:00-06:00,6069.29,6070.46,6065.88,6066.12,0.0,0.0,290
2024-12-04 08:40:00-06:00,6066.35,6068.16,6066.33,6067.33,0.0,0.0,294
2024-12-04 08:45:00-06:00,6067.34,6069.56,6065.51,6068.18,0.0,0.0,291
2024-12-04 08:50:00-06:00,6068.16,6071.22,6067.59,6071.22,0.0,0.0,290
2024-12-04 08:55:00-06:00,6071.33,6072.24,6067.66,6068.88,0.0,0.0,290
2024-12-04 09:00:00-06:00,6069.46,6069.46,6064.63,6067.13,0.0,0.0,290
2024-12-04 09:05:00-06:00,6067.04,6068.47,6066.5,6067.85,0.0,0.0,288
2024-12-04 09:10:00-06:00,6067.98,6071.23,6065.62,6066.02,0.0,0.0,291
2024-12-04 09:15:00-06:00,6065.95,6066.09,6061.06,6066.09,0.0,0.0,292
2024-12-04 09:20:00-06:00,6066.15,6067.64,6065.31,6065.88,0.0,0.0,295
2024-12-04 09:25:00-06:00,6066.01,6068.46,6066.0,6067.39,0.0,0.0,287
2024-12-04 09:30:00-06:00,6067.26,6070.77,6066.49,6070.49,0.0,0.0,282
2024-12-04 09:35:00-06:00,6070.48,6074.08,6070.38,6071.58,0.0,0.0,281
2024-12-04 09:40:00-06:00,6071.55,6073.3,6071.27,6072.33,0.0,0.0,279
2024-12-04 09:45:00-06:00,6072.29,6072.96,6068.69,6070.37,0.0,0.0,288
2024-12-04 09:50:00-06:00,6070.46,6070.66,6067.85,6068.42,0.0,0.0,285
2024-12-04 09:55:00-06:00,6068.47,6073.25,6068.3,6073.25,0.0,0.0,280
2024-12-04 10:00:00-06:00,6073.06,6075.32,6072.93,6073.95,0.0,0.0,291
2024-12-04 10:05:00-06:00,6073.99,6074.87,6073.29,6074.01,0.0,0.0,276
2024-12-04 10:10:00-06:00,6073.94,6075.46,6073.64,6074.66,0.0,0.0,289
2024-12-04 10:15:00-06:00,6074.53,6075.33,6073.57,6074.94,0.0,0.0,279
2024-12-04 10:20:00-06:00,6074.88,6075.73,6073.87,6073.9,0.0,0.0,288
2024-12-04 10:25:00-06:00,6073.97,6075.2,6073.93,6074.31,0.0,0.0,277
2024-12-04 10:30:00-06:00,6074.45,6075.63,6072.1,6075.47,0.0,0.0,288
2024-12-04 10:35:00-06:00,6075.18,6075.18,6072.54,6073.27,0.0,0.0,285
2024-12-04 10:40:00-06:00,6073.41,6073.41,6070.75,6071.31,0.0,0.0,278
2024-12-04 10:45:00-06:00,6071.37,6074.22,6071.36,6074.06,0.0,0.0,284
2024-12-04 10:50:00-06:00,6074.03,6075.23,6073.21,6074.83,0.0,0.0,281
2024-12-04 10:55:00-06:00,6074.82,6075.33,6073.87,6074.0,0.0,0.0,275
2024-12-04 11:00:00-06:00,6073.95,6074.77,6073.13,6073.75,0.0,0.0,282
2024-12-04 11:05:00-06:00,6073.84,6074.65,6073.54,6073.79,0.0,0.0,284
2024-12-04 11:10:00-06:00,6073.82,6074.73,6073.4,6074.27,0.0,0.0,280
2024-12-04 11:15:00-06:00,6074.25,6074.85,6073.95,6074.28,0.0,0.0,281
2024-12-04 11:20:00-06:00,6074.18,6074.81,6070.37,6074.57,0.0,0.0,284
2024-12-04 11:25:00-06:00,6074.42,6075.72,6073.65,6074.11,0.0,0.0,270
2024-12-04 11:30:00-06:00,6074.22,6074.23,6071.14,6071.44,0.0,0.0,277
2024-12-04 11:35:00-06:00,6071.43,6072.45,6070.88,6072.27,0.0,0.0,281
2024-12-04 11:40:00-06:00,6072.2,6072.2,6069.71,6071.85,0.0,0.0,272
2024-12-04 11:45:00-06:00,6071.97,6073.48,6071.11,6073.4,0.0,0.0,283
2024-12-04 11:50:00-06:00,6073.45,6075.5,6073.29,6075.14,0.0,0.0,272
2024-12-04 11:55:00-06:00,6075.11,6075.9,6074.36,6074.36,0.0,0.0,283
2024-12-04 12:00:00-06:00,6074.4,6074.46,6073.27,6074.02,0.0,0.0,269
2024-12-04 12:05:00-06:00,6073.93,6074.3,6073.03,6073.73,0.0,0.0,273
2024-12-04 12:10:00-06:00,6073.71,6074.93,6073.03,6073.36,0.0,0.0,277
2024-12-04 12:15:00-06:00,6073.43,6074.31,6072.98,6073.05,0.0,0.0,275
2024-12-04 12:20:00-06:00,6073.01,6073.33,6070.81,6070.9,0.0,0.0,269
2024-12-04 12:25:00-06:00,6070.87,6071.13,6068.91,6069.27,0.0,0.0,284
2024-12-04 12:30:00-06:00,6069.26,6069.26,6063.18,6064.22,0.0,0.0,283
2024-12-04 12:35:00-06:00,6064.2,6066.97,6063.0,6066.95,0.0,0.0,286
2024-12-04 12:40:00-06:00,6067.0,6068.55,6065.86,6067.43,0.0,0.0,269
2024-12-04 12:45:00-06:00,6067.41,6069.88,6067.41,6069.71,0.0,0.0,273
2024-12-04 12:50:00-06:00,6069.7,6073.67,6069.57,6073.59,0.0,0.0,279
2024-12-04 12:55:00-06:00,6073.54,6075.4,6072.88,6072.88,0.0,0.0,276
2024-12-04 13:00:00-06:00,6070.94,6074.03,6068.98,6073.84,0.0,0.0,282
2024-12-04 13:05:00-06:00,6073.77,6074.44,6073.26,6074.11,0.0,0.0,277
2024-12-04 13:10:00-06:00,6073.98,6075.05,6073.59,6074.55,0.0,0.0,280
2024-12-04 13:15:00-06:00,6074.54,6077.24,6074.34,6076.88,0.0,0.0,277
2024-12-04 13:20:00-06:00,6076.85,6079.25,6076.41,6079.21,0.0,0.0,282
2024-12-04 13:25:00-06:00,6079.2,6079.31,6077.49,6078.71,0.0,0.0,277
2024-12-04 13:30:00-06:00,6078.69,6079.92,6077.63,6079.84,0.0,0.0,275
2024-12-04 13:35:00-06:00,6079.86,6081.5,6079.85,6080.96,0.0,0.0,276
2024-12-04 13:40:00-06:00,6080.94,6081.69,6078.69,6079.83,0.0,0.0,275
2024-12-04 13:45:00-06:00,6079.77,6080.01,6079.11,6079.43,0.0,0.0,279
2024-12-04 13:50:00-06:00,6079.52,6080.09,6078.09,6078.67,0.0,0.0,275
2024-12-04 13:55:00-06:00,6078.72,6080.18,6078.67,6079.69,0.0,0.0,279
2024-12-04 14:00:00-06:00,6079.66,6081.02,6078.92,6080.82,0.0,0.0,278
2024-12-04 14:05:00-06:00,6080.8,6083.15,6080.33,6082.89,0.0,0.0,278
2024-12-04 14:10:00-06:00,6082.99,6085.13,6082.99,6083.85,0.0,0.0,271
2024-12-04 14:15:00-06:00,6083.91,6084.26,6083.4,6084.17,0.0,0.0,274
2024-12-04 14:20:00-06:00,6084.22,6084.3,6083.37,6083.59,0.0,0.0,282
2024-12-04 14:25:00-06:00,6083.63,6084.32,6083.18,6083.23,0.0,0.0,272
