date,open,high,low,close,volume,average,barCount
2024-12-04 14:30:00-06:00,6083.28,6084.16,6082.42,6084.16,0.0,0.0,275
2024-12-04 14:35:00-06:00,6084.17,6086.92,6083.76,6086.68,0.0,0.0,270
2024-12-04 14:40:00-06:00,6086.66,6087.49,6086.18,6086.91,0.0,0.0,274
2024-12-04 14:45:00-06:00,6086.86,6087.85,6085.74,6087.77,0.0,0.0,275
2024-12-04 14:50:00-06:00,6087.8,6089.84,6086.03,6086.47,0.0,0.0,287
2024-12-04 14:55:00-06:00,6086.5,6087.05,6084.86,6086.23,0.0,0.0,290
2024-12-05 08:30:00-06:00,6089.03,6089.03,6085.03,6087.57,0.0,0.0,294
2024-12-05 08:35:00-06:00,6087.64,6088.33,6083.06,6084.1,0.0,0.0,294
2024-12-05 08:40:00-06:00,6084.05,6086.97,6083.12,6086.57,0.0,0.0,294
2024-12-05 08:45:00-06:00,6086.62,6088.03,6085.78,6085.78,0.0,0.0,292
2024-12-05 08:50:00-06:00,6085.4,6085.81,6084.38,6085.57,0.0,0.0,289
2024-12-05 08:55:00-06:00,6085.66,6088.71,6084.32,6088.54,0.0,0.0,286
2024-12-05 09:00:00-06:00,6089.45,6092.5,6088.37,6090.28,0.0,0.0,288
2024-12-05 09:05:00-06:00,6090.29,6090.58,6087.77,6088.78,0.0,0.0,292
2024-12-05 09:10:00-06:00,6088.81,6088.81,6085.09,6085.26,0.0,0.0,290
2024-12-05 09:15:00-06:00,6085.14,6087.54,6084.68,6086.04,0.0,0.0,282
2024-12-05 09:20:00-06:00,6086.11,6086.61,6081.24,6081.8,0.0,0.0,289
2024-12-05 09:25:00-06:00,6081.88,6082.51,6080.86,6081.15,0.0,0.0,279
2024-12-05 09:30:00-06:00,6081.11,6081.88,6080.13,6081.74,0.0,0.0,288
2024-12-05 09:35:00-06:00,6081.67,6081.78,6078.21,6078.97,0.0,0.0,285
2024-12-05 09:40:00-06:00,6078.95,6081.97,6078.22,6081.56,0.0,0.0,284
2024-12-05 09:45:00-06:00,6082.0,6082.47,6079.54,6080.03,0.0,0.0,289
2024-12-05 09:50:00-06:00,6080.08,6081.32,6078.32,6081.14,0.0,0.0,287
2024-12-05 09:55:00-06:00,6081.08,6081.35,6079.26,6079.26,0.0,0.0,283
2024-12-05 10:00:00-06:00,6079.21,6081.53,6078.52,6079.36,0.0,0.0,282
2024-12-05 10:05:00-06:00,6079.3,6079.91,6078.53,6079.05,0.0,0.0,281
2024-12-05 10:10:00-06:00,6078.98,6080.16,6078.51,6079.78,0.0,0.0,281
